acc.date,type,reg,operator,fat,location,dmg,acc.year,acc_type
2019-03-10,Hawker,fake reg.,private,1.0,"near San Pedro Peralta, Chetumal, Quintana Roo",w/o,2019.0,Fatal
2019-03-10,Boeing,ET-AVJ,Ethiopian Airlines,157.0,50 km ESE of Addis Ababa-Bole Airport (ADD),w/o,2019.0,Fatal
2019-03-11,de Havilland Canada CC-138 Twin Otter (DHC-6),13803,Royal Canadian Air Force - RCAF,0.0,"140 km N Inuvik, NT",sub,2019.0,Non-Fatal
2019-03-12,Beechcraft,N945WS,Golden Wings Aviation Inc.,0.0,"Latrobe-Westmoreland County Airport, PA (LBE)",sub,2019.0,Non-Fatal
2019-03-14,Cessna,N220CM,RP Sales and Leasing Inc.,0.0,"Orlando Sanford International Airport, FL (SFB)",sub,2019.0,Non-Fatal
2019-03-18,IAI,N4MH,Sundance Airport FBO LLC,2.0,"Oklahoma City-Sundance Airport, OK (HSD)",w/o,2019.0,Fatal
2019-03-19,Fokker,EP-IDG,Iran Air,0.0,Tehran-Mehrabad Airport (THR/OIII),sub,2019.0,Non-Fatal
2019-03-21,ATR,TR-ABS,Afrijet,0.0,São Tomé Island Airport (TMS/FPST),sub,2019.0,Non-Fatal
2019-03-22,Rockwell,N990PA,private,0.0,ca 14 km E of Bajamar,w/o,2019.0,Non-Fatal
2019-03-23,Airbus,HA-LPL,Wizz Air,0.0,Bristol Airport (BRS/EGGD),min,2019.0,Non-Fatal
2019-03-23,Beechcraft,A2-MBM,Major Blue Air,1.0,Matsieng Aerodrome,w/o,2019.0,Fatal
2019-03-27,Boeing,N249WN,Southwest Airlines,0.0,"near Nashville International Airport, TN (BNA)",sub,2019.0,Non-Fatal
2019-03-27,Antonov,CU-A1825,Empresa Nacional de Servicios Aéreos-ENSA,0.0,Alonso de Rojas,sub,2019.0,Non-Fatal
2019-04-03,Airbus,G-EZWC,easyJet,0.0,Belfast International Airport (BFS/EGAA),min,2019.0,Non-Fatal
2019-04-04,McDonnell Douglas,N977DL,Delta Air Lines,0.0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",sub,2019.0,Non-Fatal
2019-04-04,de Havilland Canada DHC-8-402Q Dash 8,OE-LGM,Austrian Airlines,0.0,Innsbruck-Kranebitten Airport (INN),sub,2019.0,Non-Fatal
2019-04-08,British Aerospace,HI1038,Sky High Aviation Services,0.0,Dominica Douglas-Charles Airport (DOM),sub,2019.0,Non-Fatal
2019-04-10,Airbus,N114NN,American Airlines,0.0,"New York-John F. Kennedy International Airport, NY (JFK)",sub,2019.0,Non-Fatal
2019-04-11,Boeing,N31412,United Airlines,0.0,"Fort Myers, FL",non,2019.0,Non-Fatal
2019-04-13,Rockwell,N265DS,Classic Aviation,3.0,"near New Albany, MS",w/o,2019.0,Fatal
2019-04-16,Bombardier,14+01,Luftwaffe,0.0,Berlin-Schönefeld Airport (SXF/EDDB),sub,2019.0,Non-Fatal
2019-04-16,Pilatus,CC-CYR,Archipiélagos Servicios Aéreos,6.0,"0,4 km W of Puerto Montt-Marcel Marchant Airport (SCPF)",w/o,2019.0,Fatal
2019-04-22,Airbus,HS-TXK,Thai Smile,0.0,"Sung Noen District, Nakhon Ratchasima Province",non,2019.0,Non-Fatal
2019-04-22,Antonov,EY-322,Asia Airways,0.0,64 km from Khartoum,sub,2019.0,Non-Fatal
2019-04-23,Cessna,N366TA,private,0.0,"Dry Tortugas National Park, FL",sub,2019.0,Non-Fatal
2019-04-24,Beechcraft,C-FRMV,Keewatin Air,0.0,"Gillam Airport, MB (YGX)",sub,2019.0,Non-Fatal
2019-04-24,Cessna,D-IADV,private,0.0,Siegen-Siegerland Airport (SGE/EDGS),sub,2019.0,Non-Fatal
2019-04-30,Boeing,G-GDFB,Jet2,0.0,East Midlands Airport (EMA),sub,2019.0,Non-Fatal
2019-04-30,Boeing,EI-SEV,Ryanair,0.0,East Midlands Airport (EMA/EGNX),sub,2019.0,Non-Fatal
2019-05-02,Boeing,HL8021,T'way Air,0.0,115km north of Tokyo/Narita International Airport (NRT/RJAA),non,2019.0,Non-Fatal
2019-05-03,Douglas,C-GJKM,Buffalo Airways,0.0,"6,5 km SE of Hay River Airport, NT (YHY)",sub,2019.0,Non-Fatal
2019-05-03,Boeing,N732MA,Miami Air International,0.0,"Jacksonville Naval Air Station, FL (NIP)",sub,2019.0,Non-Fatal
2019-05-04,Antonov,RA-01443,Voskhod LLC,0.0,"Vyun, Tomponsky region",sub,2019.0,Non-Fatal
2019-05-04,Learjet,C-GMCP,Skyservice Business Aviation,0.0,Edinburgh-Turnhouse Airport (EDI/EGPH),unk,2019.0,Non-Fatal
2019-05-05,Canadair,N601VH,Compañia de Aviación y Logística Empresarial,13.0,257 km NW of Monclova,w/o,2019.0,Fatal
2019-05-05,Sukhoi Superjet 100-95B,RA-89098,Aeroflot Russian International Airlines,41.0,Moskva-Sheremetyevo Airport (SVO),w/o,2019.0,Fatal
2019-05-07,Antonov,YV2354,private,0.0,13 km from Uriman Airport (URM),w/o,2019.0,Non-Fatal
2019-05-07,de Havilland Canada DHC-6 Twin Otter 300,C-GNDO,Air Inuit,0.0,"57 km NNE of Kuujjuarapik Airport, QC (YGW)",sub,2019.0,Non-Fatal
2019-05-08,de Havilland Canada DHC-8-402Q Dash 8,S2-AGQ,Biman Bangladesh Airlines,0.0,Yangon-Mingaladon Airport (RGN/VYYY),w/o,2019.0,Non-Fatal
2019-05-10,de Havilland Canada DHC-8-311 Dash 8,C-FJXZ,"Air Canada Express, opb Jazz Aviation",0.0,"Toronto–Lester B. Pearson International Airport, Ontario (YYZ)",sub,2019.0,Non-Fatal
2019-05-11,Cessna,C-FCPM,Parachutisme Nouvel Air,0.0,"Saint-Esprit Aerodrome, QC",sub,2019.0,Non-Fatal
2019-05-12,Embraer,XY-AGQ,Myanmar National Airlines,0.0,Mandalay International Airport (MDL),min,2019.0,Non-Fatal
2019-05-13,Boeing,HL7726,Korean Air,0.0,30NM W of Incheon International Airport,non,2019.0,Non-Fatal
2019-05-18,Gulfstream,unreg.,private,0.0,"Chico de Chamorro, Retalhuleu",w/o,2019.0,Non-Fatal
2019-05-22,Cessna,N311G,private,2.0,"near Indianapolis Regional Airport, IN (KMQJ)",w/o,2019.0,Fatal
2019-05-22,Antonov,RA-68161,private,0.0,Zhuravskoye,w/o,2019.0,Non-Fatal
2019-05-24,Cessna,N832R,Jet Sales LLC,1.0,"500 km E off Fort Lauderdale, Florida, USA",w/o,2019.0,Fatal
2019-05-25,Boeing,N8697C,Southwest Airlines,0.0,"Waycross, Georgia",non,2019.0,Non-Fatal
2019-05-25,Airbus,PK-LZJ,Batik Air,0.0,Makassar-Sultan Hasanuddin International Airport (WAAA),non,2019.0,Non-Fatal
2019-05-28,Airbus,N507JT,Jetblue Airways,0.0,"Fort Lauderdale, Florida",non,2019.0,Non-Fatal
2019-05-29,Antonov,5A-DKN,Libyan Air Cargo,0.0,Tripoli International Airport (TIP),w/o,2019.0,Non-Fatal
2019-06-03,Antonov,K2752,Indian Air Force - IAF,13.0,16 km N of Lipo,w/o,2019.0,Fatal
2019-06-07,Antonov,UR-KAU,TSO Ukrayiny,0.0,"Svyatoshyns'kyi District, Kiev",sub,2019.0,Non-Fatal
2019-06-09,Boeing,N75436,United Airlines,0.0,"Denver International Airport, CO (DEN/KDEN)",sub,2019.0,Non-Fatal
2019-06-09,Antonov,RA-81519,Feniks,0.0,"50 km NE of Kyren, Tunkinsky District",sub,2019.0,Non-Fatal
2019-06-11,CASA,N603AR,EP Aviation,0.0,Kiunga Airport (KIU),sub,2019.0,Non-Fatal
2019-06-15,ATR,PR-MPN,MAP Linhas Aéreas,0.0,"Manaus-Eduardo Gomes International Airport, AM (MAO)",sub,2019.0,Non-Fatal
2019-06-15,Boeing,N26123,United Airlines,0.0,"Newark-Liberty International Airport, NJ (EWR)",sub,2019.0,Non-Fatal
2019-06-17,Boeing,N8608N,Southwest Airlines,0.0,"Pittsburgh-Greater Pittsburgh International Airport, PA (PIT)",sub,2019.0,Non-Fatal
2019-06-17,Cessna,LV-CIQ,Banco Macro,0.0,"Joaquín V. González-Agropecuaria Río Juramento Airstrip, SA",sub,2019.0,Non-Fatal
2019-06-18,Airbus,B-LHA,Hong Kong Airlines,0.0,"Nansha District, Guangzhou, Guangdong Province",non,2019.0,Non-Fatal
2019-06-20,Antonov,UP-A0116,Navigator,1.0,"10 km from Rodina village, Tselinograd district",w/o,2019.0,Fatal
2019-06-21,Basler,C-FKGL,North Star Air,0.0,"off Fort Hope Airport, ON (YFH)",sub,2019.0,Non-Fatal
2019-06-23,Antonov,UR-43983,Phoenix Air LLC,0.0,"near Mlyny, Poltava region",w/o,2019.0,Non-Fatal
2019-06-26,Rockwell,N65HH,Yankee Dawdle LLC,0.0,"Sacramento-McClellan Airfield, CA (MCC)",min,2019.0,Non-Fatal
2019-06-27,Cessna,N318RW,Mueller Aero Inc,0.0,"Janesville, Wisconsin",min,2019.0,Non-Fatal
2019-06-27,British Aerospace,YV2536,Transmandu,0.0,Canaima Airport (CAJ),w/o,2019.0,Non-Fatal
2019-06-27,Antonov,RA-47366,Angara Airlines,2.0,Nizhneangarsk Airport (UIUN),w/o,2019.0,Fatal
2019-06-28,Saab,C6-VIP,Western Air,0.0,Nassau-Lynden Pindling International Airport (NAS),sub,2019.0,Non-Fatal
2019-06-29,Cessna,N80JF,ISR Aviation LLC,0.0,"Plant City-Blackwater Creek Ultralight Flightpark, FL",sub,2019.0,Non-Fatal
2019-06-30,Dassault,N908CA,Warren Transportation LLC,0.0,"Dallas-Addison Airport, TX (ADS/KADS)",w/o,2019.0,Non-Fatal
2019-06-30,Antonov,RF-00105,"DOSAAF, Gvardeysky ATSK",0.0,near Gvardeysky,sub,2019.0,Non-Fatal
2019-06-30,Beechcraft,N534FF,EE Operations LLC,10.0,"Dallas-Addison Airport, TX (ADS/KADS)",w/o,2019.0,Fatal
2019-07-01,Boeing,VT-SYK,SpiceJet,0.0,Mumbai-Chhatrapati Shivaji International Airport (BOM),sub,2019.0,Non-Fatal
2019-07-08,Canadair,C-FAWQ,Gouvernement du Québec,0.0,"83 km NW of Roberval Airport, QC (YRJ)",sub,2019.0,Non-Fatal
2019-07-08,Cessna,N9448B,Grant Aviation,0.0,"Bethel Airport, AK (BET)",w/o,2019.0,Non-Fatal
2019-07-08,Airbus,5A-ONA,Afriqiyah Airways,0.0,Tripoli-Mitiga International Airport (MJI),min,2019.0,Non-Fatal
2019-07-09,Antonov,unreg.,Unknown,0.0,"near Raduga, Novoaleksandrovsk District",sub,2019.0,Non-Fatal
2019-07-09,Boeing,PH-BXH,KLM Royal Dutch Airlines,0.0,Amsterdam-Schiphol International Airport (AMS/EHAM),min,2019.0,Non-Fatal
2019-07-09,Airbus,OE-IVQ,easyJet Europe,0.0,Amsterdam-Schiphol International Airport (AMS/EHAM),min,2019.0,Non-Fatal
2019-07-10,Airbus,A6-EEM,Emirates,0.0,Bay of Bengal,non,2019.0,Non-Fatal
2019-07-12,ATR,SX-FOR,Sky Express,0.0,Naxos Island National Airport (JNX/LGNX),sub,2019.0,Non-Fatal
2019-07-12,Cessna,N262BK,"Omicron Business Services, LLC",0.0,"Orlando Executive Airport, FL (ORL)",sub,2019.0,Non-Fatal
2019-07-16,Antonov,RA-3098K,Unknown,0.0,"Novoshchedrinskaya, Chechnya",w/o,2019.0,Non-Fatal
2019-07-17,Cessna,N320JT,Avia Jet LLC,0.0,"Mesquite Municipal Airport, NV",w/o,2019.0,Non-Fatal
2019-07-19,de Havilland Canada DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,0.0,"Edmonton International Airport, AB (YEG)",sub,2019.0,Non-Fatal
2019-07-20,ATR,AP-BHP,Pakistan International Airlines - PIA,0.0,Gilgit Airport (GIL),sub,2019.0,Non-Fatal
2019-07-22,Boeing,N663UA,United Airlines,0.0,"200 nm N of San Juan, Puerto Rico",non,2019.0,Non-Fatal
2019-07-23,Boeing,N57852,United Airlines,0.0,"San Francisco International Airport, CA (SFO)",sub,2019.0,Non-Fatal
2019-07-23,Boeing,5N-BQO,Air Peace,0.0,Lagos-Murtala Muhammed International Airport (LOS),sub,2019.0,Non-Fatal
2019-07-24,Boeing,C-FNNQ,Air Canada,0.0,Paris-Charles de Gaulle Airport (CDG/LFPG),non,2019.0,Non-Fatal
2019-07-25,Ilyushin,UR-CMC,Europe Air,1.0,Al Jufra Airbase,w/o,2019.0,Fatal
2019-07-25,Ilyushin,UR-CRP,Europe Air,0.0,Al Jufra Airbase,w/o,2019.0,Non-Fatal
2019-07-26,Cessna,C-GURL,Seair Seaplanes,4.0,"Addenbroke Island, BC",w/o,2019.0,Fatal
2019-07-27,Fairchild,N681TR,Sierra West Airlines,0.0,"El Paso International Airport, TX (ELP)",sub,2019.0,Non-Fatal
2019-07-30,Avro RJ85,VH-NJW,Cobham Aviation Services,0.0,"Perth Airport, WA (PER)",sub,2019.0,Non-Fatal
2019-07-30,Airbus,D-AILR,Lufthansa,0.0,Frankfurt International Airport (FRA/EDDF),sub,2019.0,Non-Fatal
2019-07-31,Douglas,N59314,Bush Air Fuel,0.0,"Drift River Airport (3AK5), AK",sub,2019.0,Non-Fatal
2019-07-31,Bombardier,N947LR,"American Eagle, opb Mesa Airlines",0.0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",sub,2019.0,Non-Fatal
2019-08-01,Douglas,N451CE,Everts Air Cargo,0.0,"Candle 2 Airport, AK",sub,2019.0,Non-Fatal
2019-08-02,Airbus,G-MLJL,Thomas Cook Airlines,0.0,near SUMRS waypoint,min,2019.0,Non-Fatal
2019-08-02,Shijiazhuang,B-50OC,Liaoning Star General Aviation,0.0,"Longmen Farm, Wudalianchi, Heilongjiang Province",sub,2019.0,Non-Fatal
2019-08-02,Boeing,C-GHPU,Air Canada,0.0,"Vancouver International Airport, BC (YVR/CYVR)",min,2019.0,Non-Fatal
2019-08-02,Airbus,HB-JMF,Edelweiss Air,0.0,"Vancouver International Airport, BC (YVR/CYVR)",sub,2019.0,Non-Fatal
2019-08-04,Antonov,RT-15-305,DOSAAF Tajikistan,1.0,near Fakhrabad,w/o,2019.0,Fatal
2019-08-05,Airbus,N432UA,United Airlines,0.0,"San Francisco International Airport, CA (SFO)",sub,2019.0,Non-Fatal
2019-08-06,Cessna,CC-ANR,private,1.0,"0,4 km N of Los Ángeles-María Dolores Airport (LSQ)",w/o,2019.0,Fatal
2019-08-06,Cessna,C-FSKF,Alkan Air,2.0,"46 km ENE of Mayo Airport, YT (YMA)",w/o,2019.0,Fatal
2019-08-06,Cessna,5H-NOW,Tropical Air,0.0,Mafia Airport (MFA),w/o,2019.0,Non-Fatal
2019-08-06,Ilyushin,UR-COZ,SkyAviatrans,0.0,Misrata International Airport (MRA),w/o,2019.0,Non-Fatal
2019-08-06,Cessna,D-CAWM,Aerowest,0.0,Aarhus Airport (AAR/EKAH),w/o,2019.0,Non-Fatal
2019-08-07,British Aerospace,HK-4540,SARPA - Servicios Aéreos Panamericanos,0.0,Bahía Solano-José Celestino Mutis Airport (BSC),sub,2019.0,Non-Fatal
2019-08-08,Airbus,N505JB,Jetblue Airways,0.0,"Charlottesville, Virginia",non,2019.0,Non-Fatal
2019-08-08,Bombardier,N237QS,Netjets,0.0,"Lubbock, Texas",non,2019.0,Non-Fatal
2019-08-08,Airbus,N717FR,Frontier Airlines,0.0,"Orlando International Airport, FL (MCO)",sub,2019.0,Non-Fatal
2019-08-10,Canadair,N602TS,private,0.0,Nassau-Lynden Pindling International Airport (NAS),sub,2019.0,Non-Fatal
2019-08-12,Boeing,G-CKWB,Norwegian Air UK,0.0,London-Gatwick Airport (LGW),min,2019.0,Non-Fatal
2019-08-14,de Havilland Canada DHC-6 Twin Otter 200,T-82,Fuerza Aérea Argentina - FAA,0.0,54 km from Base Marambio,sub,2019.0,Non-Fatal
2019-08-14,Beechcraft,XB-...,Unknown,0.0,"El Ramonal, Chetumal, Quintana Roo",w/o,2019.0,Non-Fatal
2019-08-15,Boeing,JA808A,All Nippon Airways - ANA,0.0,"Over Chengde, Hebei Province",non,2019.0,Non-Fatal
2019-08-15,de Havilland Canada DHC-6 Twin Otter 300,N322AV,Berry Aviation,0.0,"San Marcos Regional Airport, TX",sub,2019.0,Non-Fatal
2019-08-15,Cessna,N8JR,JRM Air LLC,0.0,"Elizabethton Municipal Airport, TN",w/o,2019.0,Non-Fatal
2019-08-15,Airbus,VQ-BOZ,Ural Airlines,0.0,ca 5 km SE of Zhukovsky International Airport (ZIA),sub,2019.0,Non-Fatal
2019-08-16,de Havilland Canada DHC-8-200,5Y-SLM,SafariLink,0.0,Kichwa Tembo Airstrip,sub,2019.0,Non-Fatal
2019-08-18,Cessna,N879MA,Mokulele Airlines,0.0,"Kapalua Airport, HI (JHM)",sub,2019.0,Non-Fatal
2019-08-18,Boeing,N543US,Delta Air Lines,0.0,"Ponta Delgada-João Paulo II Airport, Azores (PDL)",sub,2019.0,Non-Fatal
2019-08-21,Airbus,G-VFIT,Virgin Atlantic Airways,0.0,over Black Sea,non,2019.0,Non-Fatal
2019-08-21,Cessna,1060,Fuerza Aérea Venezolana - FAV,0.0,Caracas/La Carlota-Gen. Francisco de Miranda Air Base (SVFM),w/o,2019.0,Non-Fatal
2019-08-21,Cessna,C-FEXE,Morningstar Air Express,0.0,"Vancouver International Airport, BC (YVR/CYVR)",sub,2019.0,Non-Fatal
2019-08-21,Cessna,N91GY,Delta Private Jets,0.0,"Oroville Airport, CA (OVE)",w/o,2019.0,Non-Fatal
2019-08-22,Airbus,A6-EOP,Emirates,0.0,Dubai Airport (DXB),sub,2019.0,Non-Fatal
2019-08-23,Antonov,OK-TIR,Club Tiroler Adler,0.0,Gmunden Airfield,sub,2019.0,Non-Fatal
2019-08-25,Lockheed,N119TG,International Air Response,0.0,"Santa Barbara Airport, CA (SBA)",sub,2019.0,Non-Fatal
2019-08-26,McDonnell Douglas,N911DL,Delta Air Lines,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",non,2019.0,Non-Fatal
2019-08-27,Airbus,N328FR,Frontier Airlines,0.0,"near Denver, CO",non,2019.0,Non-Fatal
2019-08-27,Airbus,B-5958,Air China,0.0,Beijing-Capital International Airport (PEK),sub,2019.0,Non-Fatal
2019-08-27,Cessna,VT-AVV,Air Charter Services,0.0,Aligarh Airport,w/o,2019.0,Non-Fatal
2019-08-28,Cessna,D-ICEY,Lenox Handels und Speditions GmbH,0.0,Egelsbach Airfield (EDFE),sub,2019.0,Non-Fatal
2019-08-28,Antonov,RA-40389,private,0.0,"Selektsionny, Lgovsky district, Kursk region",sub,2019.0,Non-Fatal
2019-08-30,Antonov,RA-33061,private,2.0,Lake Syuryun-Kyuel area,w/o,2019.0,Fatal
2019-08-31,Cessna,N551WH,Star Jet LLC,0.0,"El Monte-San Gabriel Valley Airport, CA (EMT)",sub,2019.0,Non-Fatal
2019-09-01,Airbus,5A-LAU,Libyan Airlines,0.0,Tripoli-Mitiga International Airport (MJI),min,2019.0,Non-Fatal
2019-09-01,Beechcraft,RP-C2296,Lionair Inc.,9.0,"Pansol, Calamba, Laguna",w/o,2019.0,Fatal
2019-09-02,British Aerospace,XB-PTW,private,2.0,near Nueva Cajolá,w/o,2019.0,Fatal
2019-09-05,Cessna,OE-GES,Jet 24 GmbH,0.0,Milano-Malpensa Airport (MXP),sub,2019.0,Non-Fatal
2019-09-06,Airbus,N515NK,Spirit Airlines,0.0,"Fort Myers, Florida",non,2019.0,Non-Fatal
2019-09-07,ATR,HK-5041,"Regional Express Américas, opf Avianca",0.0,Manizales-La Nubia Airport (MZL),sub,2019.0,Non-Fatal
2019-09-09,Airbus,D-AKNL,Eurowings,0.0,near Berlin,non,2019.0,Non-Fatal
2019-09-11,Bombardier,N765SK,"Skywest Airlines, opf American Eagle",0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub,2019.0,Non-Fatal
2019-09-11,Bombardier,N710SK,"Skywest Airlines, opf American Eagle",0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub,2019.0,Non-Fatal
2019-09-11,British Aerospace,XB-SMV,private,0.0,"Chencoh, Hopelchén",unk,2019.0,Non-Fatal
2019-09-11,Cessna,D-FIDI,GoJump,1.0,near Gransee Airfield,w/o,2019.0,Fatal
2019-09-11,Convair,N24DR,Ferreteria e Implementos San Francisco,2.0,"1 km ENE of Toledo-Express Airport, OH (TOL)",w/o,2019.0,Fatal
2019-09-16,Cessna,PT-MHC,TwoFlex,0.0,"0,6 km W of Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG)",w/o,2019.0,Non-Fatal
2019-09-18,Britten-Norman,V6-03FM,Caroline Islands Air,0.0,"Ta Island Airstrip, Caroline Islands",w/o,2019.0,Non-Fatal
2019-09-18,Viking,PK-CDC,"Rimbun Air, opb Carpediem Aviation",4.0,"10 km from Kampung Mamontoga, Hoeya District, Mimika Regency",w/o,2019.0,Fatal
2019-09-20,Cessna,N895SF,private,0.0,"Pepperell Airport, MA",sub,2019.0,Non-Fatal
2019-09-23,Britten-Norman,VP-MNI,FlyMontserrat,0.0,Montserrat-John A. Osborne Airport (MNI),sub,2019.0,Non-Fatal
2019-09-23,Cessna,5H-AAM,Auric Air,2.0,Seronera Airstrip (SEU),w/o,2019.0,Fatal
2019-09-24,Cessna,YVO134,Gobernación del Estado Bolívar,0.0,San Salvador de Paúl Airstrip,sub,2019.0,Non-Fatal
2019-09-24,Cessna,1917,Department of Royal Rainmaking and Agricultural Aviation,2.0,Village no.9 Lum Sum Sai Yok District Kanchanaburi Province,w/o,2019.0,Fatal
2019-09-30,Antonov,UR-CKL,Cavok Air,0.0,Liverpool International Airport (LPL),sub,2019.0,Non-Fatal
2019-09-30,Gulfstream,XB-PVO,private,0.0,"Blue Creek, Orange Walk",w/o,2019.0,Non-Fatal
2019-10-01,Boeing,A6-EBU,Emirates,0.0,near Batam Island,non,2019.0,Non-Fatal
2019-10-02,Boeing,N93012,The Collings Foundation,7.0,"Windsor Locks-Bradley International Airport, CT (BDL)",w/o,2019.0,Fatal
2019-10-04,Antonov,UR-CAH,Ukraine Air Alliance,5.0,"1,1 km SE of Lviv-Danylo Halytskyi International Airport (LWO)",sub,2019.0,Fatal
2019-10-07,Hawker,N86MN,Delta Private Jets,0.0,"Fort Myers-Southwest Florida International Airport, FL (RSW)",sub,2019.0,Non-Fatal
2019-10-07,Honda HA-420 HondaJet,N166HJ,Pro by Air,0.0,"Charleston International Airport, SC (CHS)",sub,2019.0,Non-Fatal
2019-10-10,Antonov,EK-72903,Air Force of the Democratic Republic of the Congo,8.0,near Kole,w/o,2019.0,Fatal
2019-10-11,de Havilland Canada DHC-6 Twin Otter 100,N166DH,Skydive Georgia,0.0,"Cedartown-Polk County Airport, GA",sub,2019.0,Non-Fatal
2019-10-11,Fokker,5Y-IZO,Silverstone Air Services,0.0,near Nairobi-Wilson Airport (WIL),w/o,2019.0,Non-Fatal
2019-10-12,Embraer,C6-KMC,Pineapple Air,0.0,Nassau-Lynden Pindling International Airport (NAS/MYNN),min,2019.0,Non-Fatal
2019-10-12,ATR,JA01JC,Japan Air Commuter,0.0,65 km north-northwest of Tanegashima Airport (TNE/RJFG),non,2019.0,Non-Fatal
2019-10-16,Bombardier,N307KP,Elite Air Inc,0.0,"Augusta-Bush Field, GA (AGS/KAGS)",non,2019.0,Non-Fatal
2019-10-17,Saab,N686PA,PenAir - Peninsula Airways,1.0,"Unalaska-Tom Madsen Airport, AK (DUT)",sub,2019.0,Fatal
2019-10-18,Airbus,15001,Royal Canadian Air Force - RCAF,0.0,"Trenton Canadian Forces Base, ON (YTR)",sub,2019.0,Non-Fatal
2019-10-18,Douglas,N437GB,Atlantic Air Cargo,0.0,"4,6 km NW off Nassau-Lynden Pindling International Airport (NAS)",unk,2019.0,Non-Fatal
2019-10-22,Canadair,N8837B,"Delta Connection, opb Endeavor Air",0.0,"near Atlanta Hartsfield-Jackson International Airport, GA (ATL)",sub,2019.0,Non-Fatal
2019-10-22,Basler,FAS116,Fuerza Aérea Salvadoreña,0.0,San Salvador/Ilopango International Airport (SAL),sub,2019.0,Non-Fatal
2019-10-25,Rockwell,N465BC,private,0.0,"Sipacate, Escuintla",w/o,2019.0,Non-Fatal
2019-10-26,de Havilland Canada DHC-3T/M601 Turbine Otter,C-GBTU,Blue Water Aviation Services,3.0,"Family Lake, Little Grand Rapids First Nation, MB",w/o,2019.0,Fatal
2019-10-26,Airbus,PK-GPE,Garuda Indonesia Airways,0.0,near Banda Aceh (BTJ),non,2019.0,Non-Fatal
2019-10-27,Gulfstream,(N530GA),private,0.0,"Vista Hermosa, Ixcán",w/o,2019.0,Non-Fatal
2019-10-27,Let,YI-BYO,Abeer Air Services,0.0,Kolnyang County,w/o,2019.0,Non-Fatal
2019-10-29,de Havilland Canada DHC-8-402Q Dash 8,N402QX,Horizon Air,0.0,"near Boise, ID",sub,2019.0,Non-Fatal
2019-10-31,Cessna,N926FE,"Corporate Air, opf FedEx",0.0,"Honolulu-Daniel K. Inouye International Airport, HI (HNL)",min,2019.0,Non-Fatal
2019-11-03,Boeing,N796AV,Avianca,0.0,near Barcelona,non,2019.0,Non-Fatal
2019-11-05,Learjet,XA-VBD,USMX AirLink,0.0,San Jose Cabo-Los Cabos Airport (SJD),sub,2019.0,Non-Fatal
2019-11-11,Boeing,TC-ACR,ACT Airlines,0.0,Istanbul-Atatürk Airport (ISL/LTBA),non,2019.0,Non-Fatal
2019-11-11,British Aerospace,(N237DX),private,0.0,Petén,w/o,2019.0,Non-Fatal
2019-11-11,Embraer,N619AE,"American Eagle, opb Envoy Air",0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub,2019.0,Non-Fatal
2019-11-14,Cessna,PT-LTJ,José João Abdalla Filho,5.0,"Maraú-Barra Grande Airport, BA (SIRI)",w/o,2019.0,Fatal
2019-11-15,Cessna,N777HW,ETG Aviation LLC,0.0,"San Antonio International Airport, TX (SAT)",sub,2019.0,Non-Fatal
2019-11-15,Cessna,N973CG,Pilot Point Consultancy LLC,0.0,"San Antonio International Airport, TX (SAT)",sub,2019.0,Non-Fatal
2019-11-16,Airbus,V5-ANO,Air Namibia,0.0,Frankfurt International Airport (FRA/EDDF),min,2019.0,Non-Fatal
2019-11-16,Boeing,HL7204,Korean Air,0.0,Frankfurt International Airport (FRA/EDDF),sub,2019.0,Non-Fatal
2019-11-21,Boeing,TC-JGZ,THY Turkish Airlines,0.0,Odessa-Central Airport (ODS),sub,2019.0,Non-Fatal
2019-11-21,Gulfstream,TC-AEH,Tahe Havacilik,0.0,Odessa-Central Airport (ODS),sub,2019.0,Non-Fatal
2019-11-22,Boeing,YV3012,Avior Airlines,0.0,Bogotá-Eldorado Airport (BOG/SKBO),sub,2019.0,Non-Fatal
2019-11-23,Beechcraft,(XB-PYB),private,0.0,Saint-Jean du Sud,w/o,2019.0,Non-Fatal
2019-11-25,de Havilland Canada DHC-8-311 Dash 8,9J-PZB,Proflight Air Services,0.0,near Lusaka,sub,2019.0,Non-Fatal
2019-11-25,McDonnell Douglas,N975DL,Delta Air Lines,0.0,Atlanta Hartsfield - Jackson (ATL / KATL),sub,2019.0,Non-Fatal
2019-12-01,British Aerospace,N949CL,private,0.0,"near El Picudo, San Andrés",w/o,2019.0,Non-Fatal
2019-12-01,Beechcraft,C6-FER,Flamingo Air Charter,0.0,Black Point Airstrip (MYEB),sub,2019.0,Non-Fatal
2019-12-02,British Aerospace,false reg.,private,0.0,near San Andrés Villa Seca,w/o,2019.0,Non-Fatal
2019-12-03,British Aerospace,N469RJ,Business Jet Managers Inc,0.0,"Detroit-Coleman A. Young International Airport, MI (DET)",sub,2019.0,Non-Fatal
